customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_internet,has_phone,has_phone_and_internet,partner_dependents,monthly_average,validate,phone_details,rounded_tenure,type_of_service
2865-TCHJW,Female,1,No,No,2,2,0,Electronic check,89.2,346.2,Yes,4.0,TRUE,TRUE,TRUE,TRUE,TRUE,0,3.88,FALSE,Two or More Lines,4.0,internet+phone
2866-IKBTM,Female,0,No,No,1,0,0,Mailed check,19.55,19.55,No,1.0,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,FALSE,One Line,1.0,phone
2867-UIMSS,Male,0,No,No,1,2,0,Electronic check,80.5,80.5,Yes,1.0,FALSE,TRUE,TRUE,TRUE,TRUE,0,1,FALSE,One Line,1.0,internet+phone
2868-LLSKM,Female,0,Yes,Yes,2,2,1,Bank transfer (automatic),83.65,5733.4,No,69.0,TRUE,FALSE,TRUE,TRUE,TRUE,3,68.54,FALSE,Two or More Lines,69.0,internet+phone
2868-MZAGQ,Male,0,No,No,1,2,0,Electronic check,79.25,79.25,Yes,1.0,FALSE,TRUE,TRUE,TRUE,TRUE,0,1,FALSE,One Line,1.0,internet+phone
2868-SNELZ,Female,0,No,No,2,2,0,Mailed check,80.6,155.8,Yes,2.0,TRUE,TRUE,TRUE,TRUE,TRUE,0,1.93,FALSE,Two or More Lines,2.0,internet+phone
2869-ADAWR,Female,0,No,No,2,2,0,Credit card (automatic),89.3,4016.85,Yes,45.0,TRUE,TRUE,TRUE,TRUE,TRUE,0,44.98,FALSE,Two or More Lines,45.0,internet+phone
2873-ZLIWT,Female,0,Yes,Yes,2,2,0,Electronic check,84.85,3303.05,Yes,39.0,TRUE,TRUE,TRUE,TRUE,TRUE,3,38.93,FALSE,Two or More Lines,39.0,internet+phone
2874-YXVVA,Female,0,No,No,1,2,0,Electronic check,105.1,3634.8,No,35.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,34.58,FALSE,One Line,35.0,internet+phone
2876-GZYZC,Female,0,No,No,2,2,0,Electronic check,85.95,1215.65,No,14.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,14.14,FALSE,Two or More Lines,14.0,internet+phone
2876-VBBBL,Female,0,No,No,1,0,0,Mailed check,20.25,20.25,Yes,1.0,TRUE,TRUE,FALSE,TRUE,FALSE,0,1,FALSE,One Line,1.0,phone
2877-VDUER,Female,0,Yes,Yes,0,1,1,Mailed check,40.9,1383.6,No,34.0,TRUE,FALSE,TRUE,FALSE,FALSE,3,33.83,FALSE,No Phone Service,34.0,internet
2878-DHMIN,Male,0,Yes,Yes,1,0,1,Electronic check,19.9,666,No,33.0,FALSE,FALSE,FALSE,TRUE,FALSE,3,33.47,FALSE,One Line,33.0,phone
2878-RMWXY,Male,1,Yes,No,2,2,2,Credit card (automatic),102.65,7550.3,No,74.0,FALSE,FALSE,TRUE,TRUE,TRUE,1,73.55,FALSE,Two or More Lines,74.0,internet+phone
2880-FPNAE,Male,1,Yes,No,1,2,0,Electronic check,74.2,140.1,No,2.0,FALSE,FALSE,TRUE,TRUE,TRUE,1,1.89,FALSE,One Line,2.0,internet+phone
2882-DDZPG,Female,0,No,No,1,0,0,Bank transfer (automatic),19.45,227.45,No,12.0,TRUE,FALSE,FALSE,TRUE,FALSE,0,11.69,FALSE,One Line,12.0,phone
2882-WDTBA,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),75.75,5388.15,No,71.0,FALSE,FALSE,TRUE,TRUE,TRUE,3,71.13,FALSE,One Line,71.0,internet+phone
2883-ILGWO,Male,1,No,No,2,2,0,Bank transfer (automatic),104.9,5913.95,No,56.0,FALSE,FALSE,TRUE,TRUE,TRUE,0,56.38,FALSE,Two or More Lines,56.0,internet+phone
2884-GBPFB,Female,0,Yes,No,1,2,0,Electronic check,70.3,2416.55,Yes,34.0,TRUE,TRUE,TRUE,TRUE,TRUE,1,34.37,FALSE,One Line,34.0,internet+phone
2885-HIJDH,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),86.9,6194.1,No,71.0,FALSE,FALSE,TRUE,TRUE,TRUE,3,71.28,FALSE,Two or More Lines,71.0,internet+phone
2886-KEFUM,Female,0,Yes,No,2,2,1,Electronic check,107.5,6873.75,Yes,64.0,TRUE,TRUE,TRUE,TRUE,TRUE,1,63.94,FALSE,Two or More Lines,64.0,internet+phone
2887-JPYLU,Female,0,No,Yes,1,1,0,Bank transfer (automatic),45.2,1841.9,No,41.0,TRUE,FALSE,TRUE,TRUE,TRUE,2,40.75,FALSE,One Line,41.0,internet+phone
2888-ADFAO,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),21.3,1041.8,No,49.0,TRUE,FALSE,FALSE,TRUE,FALSE,3,48.91,FALSE,One Line,49.0,phone
2889-FPWRM,Male,0,Yes,No,2,2,1,Bank transfer (automatic),117.8,8684.8,Yes,74.0,FALSE,TRUE,TRUE,TRUE,TRUE,1,73.72,FALSE,Two or More Lines,74.0,internet+phone
2890-WFBHU,Female,0,No,No,2,1,1,Credit card (automatic),79.85,4786.1,No,60.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,59.94,FALSE,Two or More Lines,60.0,internet+phone
2892-GESUL,Female,0,Yes,Yes,1,0,2,Mailed check,19.35,309.25,No,16.0,TRUE,FALSE,FALSE,TRUE,FALSE,3,15.98,FALSE,One Line,16.0,phone
2894-QOJRX,Female,0,Yes,No,0,1,0,Bank transfer (automatic),34,853,Yes,25.0,TRUE,TRUE,TRUE,FALSE,FALSE,1,25.09,FALSE,No Phone Service,25.0,internet
2896-TBNBE,Male,0,Yes,No,1,2,1,Electronic check,80.8,3132.75,No,39.0,FALSE,FALSE,TRUE,TRUE,TRUE,1,38.77,FALSE,One Line,39.0,internet+phone
2897-DOVND,Male,0,No,No,1,2,0,Electronic check,69.8,146.65,No,2.0,FALSE,FALSE,TRUE,TRUE,TRUE,0,2.1,FALSE,One Line,2.0,internet+phone
2898-LSJGD,Female,0,Yes,Yes,0,1,1,Electronic check,55.95,1157.05,Yes,21.0,TRUE,TRUE,TRUE,FALSE,FALSE,3,20.68,FALSE,No Phone Service,21.0,internet
2898-MRKPI,Male,0,Yes,Yes,2,2,1,Credit card (automatic),101.05,6770.5,No,67.0,FALSE,FALSE,TRUE,TRUE,TRUE,3,67,FALSE,Two or More Lines,67.0,internet+phone
2900-PHPLN,Female,1,Yes,No,1,0,2,Credit card (automatic),19.55,1462.05,No,75.0,TRUE,FALSE,FALSE,TRUE,FALSE,1,74.79,FALSE,One Line,75.0,phone
2903-YYTBW,Male,0,Yes,Yes,1,1,0,Electronic check,44.55,44.55,No,1.0,FALSE,FALSE,TRUE,TRUE,TRUE,3,1,FALSE,One Line,1.0,internet+phone
2904-GGUAZ,Female,0,Yes,No,2,2,2,Bank transfer (automatic),84.05,6052.25,No,72.0,TRUE,FALSE,TRUE,TRUE,TRUE,1,72.01,FALSE,Two or More Lines,72.0,internet+phone
2905-KFQUV,Female,0,Yes,No,1,2,0,Credit card (automatic),70.4,154.8,No,2.0,TRUE,FALSE,TRUE,TRUE,TRUE,1,2.2,FALSE,One Line,2.0,internet+phone
2907-ILJBN,Female,0,Yes,Yes,1,0,1,Mailed check,20.6,233.9,No,11.0,TRUE,FALSE,FALSE,TRUE,FALSE,3,11.35,FALSE,One Line,11.0,phone
2908-WGAXL,Female,0,Yes,Yes,2,0,2,Credit card (automatic),24.95,1468.9,No,59.0,TRUE,FALSE,FALSE,TRUE,FALSE,3,58.87,FALSE,Two or More Lines,59.0,phone
2908-ZTPNF,Female,0,No,No,0,1,0,Bank transfer (automatic),34.85,1267.2,No,36.0,TRUE,FALSE,TRUE,FALSE,FALSE,0,36.36,FALSE,No Phone Service,36.0,internet
2911-IJORQ,Male,0,No,No,2,1,1,Bank transfer (automatic),90.6,3358.65,No,37.0,FALSE,FALSE,TRUE,TRUE,TRUE,0,37.07,FALSE,Two or More Lines,37.0,internet+phone
2911-UREFD,Female,0,Yes,No,0,1,0,Electronic check,55.9,2184.35,Yes,39.0,TRUE,TRUE,TRUE,FALSE,FALSE,1,39.08,FALSE,No Phone Service,39.0,internet
2911-WDXMV,Male,0,No,Yes,2,2,0,Credit card (automatic),80.55,1406.65,No,17.0,FALSE,FALSE,TRUE,TRUE,TRUE,2,17.46,FALSE,Two or More Lines,17.0,internet+phone
2916-BQZLN,Male,0,No,No,2,2,0,Electronic check,84.75,1651.95,No,19.0,FALSE,FALSE,TRUE,TRUE,TRUE,0,19.49,FALSE,Two or More Lines,19.0,internet+phone
2919-HBCJO,Female,0,No,No,1,2,0,Bank transfer (automatic),76.65,333.6,Yes,4.0,TRUE,TRUE,TRUE,TRUE,TRUE,0,4.35,FALSE,One Line,4.0,internet+phone
2920-RNCEZ,Male,0,Yes,Yes,1,2,0,Credit card (automatic),69.95,69.95,No,1.0,FALSE,FALSE,TRUE,TRUE,TRUE,3,1,FALSE,One Line,1.0,internet+phone
2921-XWDJH,Female,1,Yes,No,1,2,0,Electronic check,83.45,3147.15,No,38.0,TRUE,FALSE,TRUE,TRUE,TRUE,1,37.71,FALSE,One Line,38.0,internet+phone
2923-ARZLG,Male,0,Yes,Yes,1,0,1,Mailed check,19.7,,No,0.0,FALSE,FALSE,FALSE,TRUE,FALSE,3,0,FALSE,One Line,0.0,phone
2924-KHUVI,Male,0,Yes,No,2,2,1,Electronic check,100.55,5514.95,No,55.0,FALSE,FALSE,TRUE,TRUE,TRUE,1,54.85,FALSE,Two or More Lines,55.0,internet+phone
2925-MXLSX,Female,0,No,No,2,1,1,Credit card (automatic),68.95,2038.7,No,30.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,29.57,FALSE,Two or More Lines,30.0,internet+phone
2925-VDZHY,Male,0,Yes,Yes,2,1,2,Credit card (automatic),88.7,6501.35,No,73.0,FALSE,FALSE,TRUE,TRUE,TRUE,3,73.3,FALSE,Two or More Lines,73.0,internet+phone
2926-JEJJC,Female,0,No,No,1,0,1,Bank transfer (automatic),20.2,140.95,No,7.0,TRUE,FALSE,FALSE,TRUE,FALSE,0,6.98,FALSE,One Line,7.0,phone
2927-CVULT,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),104.05,5566.4,No,53.0,TRUE,FALSE,TRUE,TRUE,TRUE,3,53.5,FALSE,Two or More Lines,53.0,internet+phone
2927-QRRQV,Male,0,Yes,No,2,2,1,Electronic check,94.65,4312.5,No,46.0,FALSE,FALSE,TRUE,TRUE,TRUE,1,45.56,FALSE,Two or More Lines,46.0,internet+phone
2928-HLDBA,Female,0,No,No,1,0,0,Mailed check,20.7,112.75,No,5.0,TRUE,FALSE,FALSE,TRUE,FALSE,0,5.45,FALSE,One Line,5.0,phone
2929-ERCFZ,Female,0,Yes,Yes,1,2,0,Electronic check,94.2,777.3,Yes,8.0,TRUE,TRUE,TRUE,TRUE,TRUE,3,8.25,FALSE,One Line,8.0,internet+phone
2929-QNSRW,Female,0,Yes,No,2,2,1,Electronic check,98.25,5508.35,Yes,56.0,TRUE,TRUE,TRUE,TRUE,TRUE,1,56.06,FALSE,Two or More Lines,56.0,internet+phone
2930-UOTMB,Female,0,No,No,2,1,0,Credit card (automatic),65.25,1994.3,Yes,31.0,TRUE,TRUE,TRUE,TRUE,TRUE,0,30.56,FALSE,Two or More Lines,31.0,internet+phone
2931-FSOHN,Male,1,No,No,1,1,0,Electronic check,59.9,788.35,No,13.0,FALSE,FALSE,TRUE,TRUE,TRUE,0,13.16,FALSE,One Line,13.0,internet+phone
2931-SVLTV,Male,0,Yes,Yes,2,2,0,Credit card (automatic),110.1,4469.1,No,41.0,FALSE,FALSE,TRUE,TRUE,TRUE,3,40.59,FALSE,Two or More Lines,41.0,internet+phone
2931-VUVJN,Female,1,Yes,No,2,2,1,Electronic check,94.05,5483.9,No,58.0,TRUE,FALSE,TRUE,TRUE,TRUE,1,58.31,FALSE,Two or More Lines,58.0,internet+phone
2931-XIQBR,Female,0,Yes,Yes,1,2,1,Mailed check,103.05,5153.5,No,50.0,TRUE,FALSE,TRUE,TRUE,TRUE,3,50.01,FALSE,One Line,50.0,internet+phone
2933-FILNV,Female,0,Yes,Yes,0,1,0,Mailed check,24.4,36.55,Yes,1.0,TRUE,TRUE,TRUE,FALSE,FALSE,3,1.5,FALSE,No Phone Service,1.0,internet
2933-XEUJM,Female,0,No,No,2,1,2,Mailed check,79.2,3593.8,No,45.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,45.38,FALSE,Two or More Lines,45.0,internet+phone
2937-FTHUR,Female,0,No,Yes,2,1,0,Electronic check,64.8,1166.7,No,18.0,TRUE,FALSE,TRUE,TRUE,TRUE,2,18,FALSE,Two or More Lines,18.0,internet+phone
2946-KIQSP,Female,0,No,No,0,1,0,Mailed check,33.45,1175.85,No,35.0,TRUE,FALSE,TRUE,FALSE,FALSE,0,35.15,FALSE,No Phone Service,35.0,internet
2947-DOMLJ,Male,0,No,Yes,1,1,0,Mailed check,50.6,50.6,Yes,1.0,FALSE,TRUE,TRUE,TRUE,TRUE,2,1,FALSE,One Line,1.0,internet+phone
2951-QOQTK,Male,0,No,Yes,2,2,0,Credit card (automatic),80.8,332.45,Yes,4.0,FALSE,TRUE,TRUE,TRUE,TRUE,2,4.11,FALSE,Two or More Lines,4.0,internet+phone
2952-QAYZF,Male,0,No,No,2,2,0,Electronic check,85.3,424.15,Yes,5.0,FALSE,TRUE,TRUE,TRUE,TRUE,0,4.97,FALSE,Two or More Lines,5.0,internet+phone
2954-PIBKO,Female,0,Yes,Yes,2,1,2,Credit card (automatic),64.15,4254.1,No,66.0,TRUE,FALSE,TRUE,TRUE,TRUE,3,66.31,FALSE,Two or More Lines,66.0,internet+phone
2955-BJZHG,Male,0,Yes,Yes,1,2,0,Electronic check,80.85,1400.85,Yes,17.0,FALSE,TRUE,TRUE,TRUE,TRUE,3,17.33,FALSE,One Line,17.0,internet+phone
2955-PSXOE,Female,0,No,No,1,0,0,Bank transfer (automatic),20.2,20.2,Yes,1.0,TRUE,TRUE,FALSE,TRUE,FALSE,0,1,FALSE,One Line,1.0,phone
2956-GGUCQ,Male,1,Yes,No,2,2,0,Electronic check,78.85,1772.25,Yes,22.0,FALSE,TRUE,TRUE,TRUE,TRUE,1,22.48,FALSE,Two or More Lines,22.0,internet+phone
2957-JIRMN,Female,1,No,No,2,2,1,Electronic check,84.45,4959.15,No,59.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,58.72,FALSE,Two or More Lines,59.0,internet+phone
2957-LOLHO,Male,0,No,No,1,1,0,Bank transfer (automatic),45.4,518.9,Yes,11.0,FALSE,TRUE,TRUE,TRUE,TRUE,0,11.43,FALSE,One Line,11.0,internet+phone
2958-NHPPS,Male,0,No,No,1,0,0,Electronic check,20.85,473.9,No,23.0,FALSE,FALSE,FALSE,TRUE,FALSE,0,22.73,FALSE,One Line,23.0,phone
2959-EEXWB,Female,0,Yes,Yes,0,1,0,Bank transfer (automatic),50.9,2333.85,No,46.0,TRUE,FALSE,TRUE,FALSE,FALSE,3,45.85,FALSE,No Phone Service,46.0,internet
2959-FENLU,Female,0,No,No,1,2,0,Credit card (automatic),85.3,781.4,No,9.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,9.16,FALSE,One Line,9.0,internet+phone
2959-MJHIC,Male,0,Yes,No,1,2,0,Electronic check,80.35,307.4,Yes,4.0,FALSE,TRUE,TRUE,TRUE,TRUE,1,3.83,FALSE,One Line,4.0,internet+phone
2960-NKRSO,Male,0,No,No,1,2,0,Electronic check,85.95,2107.15,No,25.0,FALSE,FALSE,TRUE,TRUE,TRUE,0,24.52,FALSE,One Line,25.0,internet+phone
2961-VNFKL,Female,0,Yes,No,2,0,2,Credit card (automatic),25.95,1801.9,No,69.0,TRUE,FALSE,FALSE,TRUE,FALSE,1,69.44,FALSE,Two or More Lines,69.0,phone
2962-XPMCQ,Male,0,No,No,1,1,0,Electronic check,45.15,98.5,Yes,2.0,FALSE,TRUE,TRUE,TRUE,TRUE,0,2.18,FALSE,One Line,2.0,internet+phone
2967-MXRAV,Male,0,Yes,Yes,1,0,1,Mailed check,18.8,18.8,No,1.0,FALSE,FALSE,FALSE,TRUE,FALSE,3,1,FALSE,One Line,1.0,phone
2968-SSGAA,Female,0,No,No,2,2,0,Electronic check,100.6,1060.2,Yes,11.0,TRUE,TRUE,TRUE,TRUE,TRUE,0,10.54,FALSE,Two or More Lines,11.0,internet+phone
2969-QWUBZ,Female,0,No,No,0,1,0,Electronic check,51.4,96.8,No,2.0,TRUE,FALSE,TRUE,FALSE,FALSE,0,1.88,FALSE,No Phone Service,2.0,internet
2969-VAPYH,Female,0,No,No,1,1,1,Credit card (automatic),60.5,3870,No,64.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,63.97,FALSE,One Line,64.0,internet+phone
2969-WGHQO,Female,0,Yes,Yes,1,1,1,Electronic check,69.45,477.05,No,7.0,TRUE,FALSE,TRUE,TRUE,TRUE,3,6.87,FALSE,One Line,7.0,internet+phone
2971-SGAFL,Female,0,No,No,2,1,0,Electronic check,78.75,995.35,No,13.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,12.64,FALSE,Two or More Lines,13.0,internet+phone
2972-YDYUW,Female,0,No,No,2,2,1,Electronic check,94.7,5468.95,No,58.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,57.75,FALSE,Two or More Lines,58.0,internet+phone
2974-GGUXS,Female,1,Yes,No,2,2,0,Credit card (automatic),91.95,3301.05,No,36.0,TRUE,FALSE,TRUE,TRUE,TRUE,1,35.9,FALSE,Two or More Lines,36.0,internet+phone
2977-CEBSX,Female,0,No,No,2,1,2,Credit card (automatic),90.05,5965.95,No,66.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,66.25,FALSE,Two or More Lines,66.0,internet+phone
2978-XXSOG,Female,0,No,No,2,1,0,Mailed check,59.05,1253.5,No,21.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,21.23,FALSE,Two or More Lines,21.0,internet+phone
2979-SXESE,Female,0,Yes,Yes,2,2,0,Electronic check,94.4,1607.2,Yes,17.0,TRUE,TRUE,TRUE,TRUE,TRUE,3,17.03,FALSE,Two or More Lines,17.0,internet+phone
2982-IHMFT,Female,1,No,No,2,2,0,Mailed check,74.45,74.45,Yes,1.0,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,FALSE,Two or More Lines,1.0,internet+phone
2982-VPSGI,Female,0,Yes,No,2,2,0,Electronic check,94,1078.9,Yes,11.0,TRUE,TRUE,TRUE,TRUE,TRUE,1,11.48,FALSE,Two or More Lines,11.0,internet+phone
2983-ZANRP,Female,0,Yes,Yes,1,2,0,Bank transfer (automatic),73.55,145.4,Yes,2.0,TRUE,TRUE,TRUE,TRUE,TRUE,3,1.98,FALSE,One Line,2.0,internet+phone
2984-AFWNC,Female,0,No,No,1,2,0,Electronic check,95.4,293.15,No,3.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,3.07,FALSE,One Line,3.0,internet+phone
2984-MIIZL,Male,0,No,No,1,2,0,Bank transfer (automatic),74.8,321.9,Yes,4.0,FALSE,TRUE,TRUE,TRUE,TRUE,0,4.3,FALSE,One Line,4.0,internet+phone
2984-RGEYA,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),19.75,1375.4,No,70.0,TRUE,FALSE,FALSE,TRUE,FALSE,3,69.64,FALSE,One Line,70.0,phone
2984-TBYKU,Male,0,Yes,Yes,2,2,2,Credit card (automatic),104.9,7732.65,No,74.0,FALSE,FALSE,TRUE,TRUE,TRUE,3,73.71,FALSE,Two or More Lines,74.0,internet+phone
2985-FMWYF,Female,0,No,No,2,2,0,Electronic check,93.5,2341.55,No,25.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,25.04,FALSE,Two or More Lines,25.0,internet+phone
2985-JUUBZ,Male,0,Yes,Yes,2,1,0,Electronic check,74.55,3015.75,No,40.0,FALSE,FALSE,TRUE,TRUE,TRUE,3,40.45,FALSE,Two or More Lines,40.0,internet+phone
2987-BJXIK,Female,0,No,No,2,1,2,Mailed check,84.7,5991.05,No,71.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,70.73,FALSE,Two or More Lines,71.0,internet+phone
2988-GBIVW,Female,1,Yes,No,2,2,0,Electronic check,90.85,6470.1,No,71.0,TRUE,FALSE,TRUE,TRUE,TRUE,1,71.22,FALSE,Two or More Lines,71.0,internet+phone
2988-PLAHS,Female,0,No,No,1,1,1,Electronic check,69.95,220.45,No,3.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,3.15,FALSE,One Line,3.0,internet+phone
2988-QRAJY,Male,0,No,No,2,2,2,Credit card (automatic),110.05,7430.75,No,68.0,FALSE,FALSE,TRUE,TRUE,TRUE,0,67.52,FALSE,Two or More Lines,68.0,internet+phone
2990-HWIML,Female,0,No,No,1,2,0,Electronic check,89.5,573.3,Yes,6.0,TRUE,TRUE,TRUE,TRUE,TRUE,0,6.41,FALSE,One Line,6.0,internet+phone
2990-IAJSV,Male,0,No,No,2,1,2,Bank transfer (automatic),92,6632.75,No,72.0,FALSE,FALSE,TRUE,TRUE,TRUE,0,72.1,FALSE,Two or More Lines,72.0,internet+phone
2990-OGYTD,Female,0,Yes,No,2,1,2,Bank transfer (automatic),86.15,5883.85,No,68.0,TRUE,FALSE,TRUE,TRUE,TRUE,1,68.3,FALSE,Two or More Lines,68.0,internet+phone
2995-UPRYS,Female,1,Yes,No,1,2,1,Credit card (automatic),99.2,4062.2,Yes,41.0,TRUE,TRUE,TRUE,TRUE,TRUE,1,40.95,FALSE,One Line,41.0,internet+phone
2995-YWTCD,Female,0,Yes,Yes,2,0,2,Bank transfer (automatic),24.9,467.7,No,19.0,TRUE,FALSE,FALSE,TRUE,FALSE,3,18.78,FALSE,Two or More Lines,19.0,phone
2996-XAUVF,Male,0,No,No,0,1,2,Mailed check,40.05,2799.75,No,70.0,FALSE,FALSE,TRUE,FALSE,FALSE,0,69.91,FALSE,No Phone Service,70.0,internet
2999-AANRQ,Female,0,No,No,1,1,2,Credit card (automatic),71.05,1524.85,No,21.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,21.46,FALSE,One Line,21.0,internet+phone
3001-CBHLQ,Male,1,Yes,No,2,2,0,Electronic check,104.9,3351.55,Yes,32.0,FALSE,TRUE,TRUE,TRUE,TRUE,1,31.95,FALSE,Two or More Lines,32.0,internet+phone
3001-UNBTL,Male,1,Yes,Yes,2,2,0,Electronic check,103.95,2964.8,No,29.0,FALSE,FALSE,TRUE,TRUE,TRUE,3,28.52,FALSE,Two or More Lines,29.0,internet+phone
3002-WQZWT,Female,0,No,No,2,2,0,Electronic check,74.2,1993.25,No,27.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,26.86,FALSE,Two or More Lines,27.0,internet+phone
3003-CMDUU,Female,0,Yes,No,1,2,0,Electronic check,95.15,2395.7,No,25.0,TRUE,FALSE,TRUE,TRUE,TRUE,1,25.18,FALSE,One Line,25.0,internet+phone
3005-NFMTA,Male,1,No,No,2,2,0,Electronic check,98.8,5617.75,Yes,57.0,FALSE,TRUE,TRUE,TRUE,TRUE,0,56.86,FALSE,Two or More Lines,57.0,internet+phone
3005-TYFRD,Female,0,Yes,No,2,2,0,Credit card (automatic),103.65,5676.65,No,55.0,TRUE,FALSE,TRUE,TRUE,TRUE,1,54.77,FALSE,Two or More Lines,55.0,internet+phone
3006-XIMLN,Female,0,No,Yes,2,2,0,Bank transfer (automatic),94.2,193.8,Yes,2.0,TRUE,TRUE,TRUE,TRUE,TRUE,2,2.06,FALSE,Two or More Lines,2.0,internet+phone
3007-FDPEA,Female,0,No,No,1,0,0,Bank transfer (automatic),20.7,39.85,No,2.0,TRUE,FALSE,FALSE,TRUE,FALSE,0,1.93,FALSE,One Line,2.0,phone
3009-JWMPU,Male,0,No,No,2,2,1,Electronic check,96.75,6125.4,Yes,63.0,FALSE,TRUE,TRUE,TRUE,TRUE,0,63.31,FALSE,Two or More Lines,63.0,internet+phone
3011-WQKSZ,Male,0,No,Yes,1,0,0,Electronic check,20,377.55,No,19.0,FALSE,FALSE,FALSE,TRUE,FALSE,2,18.88,FALSE,One Line,19.0,phone
3012-VFFMN,Female,0,Yes,Yes,1,0,0,Mailed check,20.65,158.95,No,8.0,TRUE,FALSE,FALSE,TRUE,FALSE,3,7.7,FALSE,One Line,8.0,phone
3014-WJKSM,Male,0,Yes,No,1,2,0,Credit card (automatic),75.3,2263.4,No,30.0,FALSE,FALSE,TRUE,TRUE,TRUE,1,30.06,FALSE,One Line,30.0,internet+phone
3016-KSVCP,Male,0,Yes,No,0,1,0,Mailed check,33.75,1009.25,No,30.0,FALSE,FALSE,TRUE,FALSE,FALSE,1,29.9,FALSE,No Phone Service,30.0,internet
3018-TFTSU,Male,0,No,No,1,2,0,Bank transfer (automatic),81.7,858.6,Yes,11.0,FALSE,TRUE,TRUE,TRUE,TRUE,0,10.51,FALSE,One Line,11.0,internet+phone
3021-VLNRJ,Female,0,No,Yes,1,1,1,Credit card (automatic),70.8,3478.15,No,49.0,TRUE,FALSE,TRUE,TRUE,TRUE,2,49.13,FALSE,One Line,49.0,internet+phone
3022-BEXHZ,Male,0,Yes,Yes,2,2,2,Bank transfer (automatic),111.2,7530.8,No,68.0,FALSE,FALSE,TRUE,TRUE,TRUE,3,67.72,FALSE,Two or More Lines,68.0,internet+phone
3023-GFLBR,Female,0,Yes,Yes,2,2,0,Credit card (automatic),86.15,2745.7,Yes,32.0,TRUE,TRUE,TRUE,TRUE,TRUE,3,31.87,FALSE,Two or More Lines,32.0,internet+phone
3026-ATZYV,Female,0,Yes,Yes,1,1,1,Bank transfer (automatic),75.1,2658.8,No,35.0,TRUE,FALSE,TRUE,TRUE,TRUE,3,35.4,FALSE,One Line,35.0,internet+phone
3027-YNWZU,Female,0,Yes,No,2,0,2,Credit card (automatic),25,1584.8,No,63.0,TRUE,FALSE,FALSE,TRUE,FALSE,1,63.39,FALSE,Two or More Lines,63.0,phone
3027-ZTDHO,Male,0,No,No,1,2,0,Electronic check,89.9,89.9,Yes,1.0,FALSE,TRUE,TRUE,TRUE,TRUE,0,1,FALSE,One Line,1.0,internet+phone
3030-YDNRM,Male,0,No,No,2,2,0,Electronic check,74.85,572.45,No,8.0,FALSE,FALSE,TRUE,TRUE,TRUE,0,7.65,FALSE,Two or More Lines,8.0,internet+phone
3030-YZADT,Male,0,No,No,1,1,0,Mailed check,44.95,431,Yes,10.0,FALSE,TRUE,TRUE,TRUE,TRUE,0,9.59,FALSE,One Line,10.0,internet+phone
3030-ZKIWL,Male,0,No,No,1,0,0,Mailed check,20.05,20.05,No,1.0,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,FALSE,One Line,1.0,phone
3034-ZBEQN,Female,0,Yes,No,0,1,1,Mailed check,34.7,1604.5,Yes,46.0,TRUE,TRUE,TRUE,FALSE,FALSE,1,46.24,FALSE,No Phone Service,46.0,internet
3038-PQIUY,Female,0,No,No,2,1,0,Bank transfer (automatic),66.15,2522.4,No,38.0,TRUE,FALSE,TRUE,TRUE,TRUE,0,38.13,FALSE,Two or More Lines,38.0,internet+phone
3039-MJSLN,Male,0,No,Yes,1,0,0,Bank transfer (automatic),20.2,50.6,No,3.0,FALSE,FALSE,FALSE,TRUE,FALSE,2,2.5,FALSE,One Line,3.0,phone
3043-SUDUA,Female,0,No,No,1,0,0,Bank transfer (automatic),19.9,601.55,No,30.0,TRUE,FALSE,FALSE,TRUE,FALSE,0,30.23,FALSE,One Line,30.0,phone
3043-TYBNO,Male,0,No,No,1,1,0,Mailed check,60.65,196.9,No,3.0,FALSE,FALSE,TRUE,TRUE,TRUE,0,3.25,FALSE,One Line,3.0,internet+phone
